time,sales,transactions
2022-02-05 17:15:00,637.35,7
2022-02-05 17:30:00,693.66,8
2022-02-05 17:45:00,343.24,8
2022-02-05 18:00:00,1206.3300000000002,9
2022-02-05 18:15:00,892.78,10
2022-02-05 18:30:00,951.41,10
2022-02-05 18:45:00,1049.71,10
2022-02-05 19:00:00,979.69,11
2022-02-05 19:15:00,857.6899999999999,12
2022-02-05 19:30:00,1158.83,12
2022-02-05 19:45:00,1230.66,11
2022-02-05 20:00:00,1413.69,12
2022-02-05 20:15:00,1129.32,12
2022-02-05 20:30:00,978.51,11
2022-02-05 20:45:00,1262.62,12
2022-02-05 21:00:00,1076.32,8
2022-02-05 21:15:00,826.74,8
2022-02-05 21:30:00,1042.2,8
2022-02-05 21:45:00,1025.55,7
2022-02-05 22:00:00,459.1,4
2022-02-05 22:15:00,471.39,4
2022-02-05 22:30:00,297.95,4
2022-02-05 22:45:00,296.55,4
2022-02-05 23:00:00,360.32,4
2022-02-05 23:15:00,327.16999999999996,4
2022-02-05 23:30:00,512.05,4
2022-02-05 23:45:00,446.49999999999994,4
2022-02-06 00:00:00,41.71,1
2022-02-06 00:15:00,0.0,0
2022-02-06 00:30:00,0.0,0
2022-02-06 00:45:00,0.0,0
2022-02-06 01:00:00,0.0,0
2022-02-06 01:15:00,0.0,0
2022-02-06 01:30:00,0.0,0
2022-02-06 01:45:00,0.0,0
2022-02-06 02:00:00,0.0,0
2022-02-06 02:15:00,0.0,0
2022-02-06 02:30:00,0.0,0
2022-02-06 02:45:00,0.0,0
2022-02-06 03:00:00,0.0,0
2022-02-06 03:15:00,0.0,0
2022-02-06 03:30:00,0.0,0
2022-02-06 03:45:00,0.0,0
2022-02-06 04:00:00,0.0,0
2022-02-06 04:15:00,0.0,0
2022-02-06 04:30:00,0.0,0
2022-02-06 04:45:00,0.0,0
2022-02-06 05:00:00,0.0,0
2022-02-06 05:15:00,0.0,0
2022-02-06 05:30:00,0.0,0
2022-02-06 05:45:00,0.0,0
2022-02-06 06:00:00,0.0,0
2022-02-06 06:15:00,0.0,0
2022-02-06 06:30:00,0.0,0
2022-02-06 06:45:00,0.0,0
2022-02-06 07:00:00,0.0,0
2022-02-06 07:15:00,0.0,0
2022-02-06 07:30:00,0.0,0
2022-02-06 07:45:00,0.0,0
2022-02-06 08:00:00,0.0,0
2022-02-06 08:15:00,0.0,0
2022-02-06 08:30:00,0.0,0
2022-02-06 08:45:00,0.0,0
2022-02-06 09:00:00,0.0,0
2022-02-06 09:15:00,0.0,0
2022-02-06 09:30:00,0.0,0
2022-02-06 09:45:00,0.0,0
2022-02-06 10:00:00,29.439999999999998,2
2022-02-06 10:15:00,448.75,3
2022-02-06 10:30:00,422.19,4
2022-02-06 10:45:00,266.53999999999996,3
2022-02-06 11:00:00,85.94,3
2022-02-06 11:15:00,464.47,5
2022-02-06 11:30:00,706.61,5
2022-02-06 11:45:00,449.36,4
2022-02-06 12:00:00,717.63,6
2022-02-06 12:15:00,678.49,6
2022-02-06 12:30:00,607.94,6
2022-02-06 12:45:00,764.47,6
2022-02-06 13:00:00,897.04,7
2022-02-06 13:15:00,422.58,8
2022-02-06 13:30:00,706.5799999999999,7
2022-02-06 13:45:00,642.59,8
2022-02-06 14:00:00,671.6800000000001,6
2022-02-06 14:15:00,841.04,6
2022-02-06 14:30:00,1012.6,6
2022-02-06 14:45:00,646.62,6
2022-02-06 15:00:00,359.94,5
2022-02-06 15:15:00,582.3,4
2022-02-06 15:30:00,471.4,5
2022-02-06 15:45:00,390.48,4
2022-02-06 16:00:00,498.65000000000003,5
2022-02-06 16:15:00,321.67,4
2022-02-06 16:30:00,601.75,5
2022-02-06 16:45:00,418.03,4
2022-02-06 17:00:00,483.44,6
2022-02-06 17:15:00,802.69,6
2022-02-06 17:30:00,569.88,6
2022-02-06 17:45:00,474.37000000000006,6
2022-02-06 18:00:00,651.84,7
2022-02-06 18:15:00,784.94,8
2022-02-06 18:30:00,900.31,8
2022-02-06 18:45:00,833.28,7
2022-02-06 19:00:00,1129.08,9
2022-02-06 19:15:00,1069.33,9
2022-02-06 19:30:00,524.11,9
2022-02-06 19:45:00,765.9100000000001,9
2022-02-06 20:00:00,878.33,9
2022-02-06 20:15:00,1214.04,9
2022-02-06 20:30:00,1282.53,9
2022-02-06 20:45:00,904.46,9
2022-02-06 21:00:00,465.86,6
2022-02-06 21:15:00,700.25,6
2022-02-06 21:30:00,782.69,6
2022-02-06 21:45:00,981.75,6
2022-02-06 22:00:00,297.78999999999996,3
2022-02-06 22:15:00,130.57999999999998,3
2022-02-06 22:30:00,354.44,3
2022-02-06 22:45:00,467.98,3
2022-02-06 23:00:00,79.18,1
2022-02-06 23:15:00,0.0,0
2022-02-06 23:30:00,0.0,0
2022-02-06 23:45:00,0.0,0
2022-02-07 00:00:00,0.0,0
2022-02-07 00:15:00,0.0,0
2022-02-07 00:30:00,0.0,0
2022-02-07 00:45:00,0.0,0
2022-02-07 01:00:00,0.0,0
2022-02-07 01:15:00,0.0,0
2022-02-07 01:30:00,0.0,0
2022-02-07 01:45:00,0.0,0
2022-02-07 02:00:00,0.0,0
2022-02-07 02:15:00,0.0,0
2022-02-07 02:30:00,0.0,0
2022-02-07 02:45:00,0.0,0
2022-02-07 03:00:00,0.0,0
2022-02-07 03:15:00,0.0,0
2022-02-07 03:30:00,0.0,0
2022-02-07 03:45:00,0.0,0
2022-02-07 04:00:00,0.0,0
2022-02-07 04:15:00,0.0,0
2022-02-07 04:30:00,0.0,0
2022-02-07 04:45:00,0.0,0
2022-02-07 05:00:00,0.0,0
2022-02-07 05:15:00,0.0,0
2022-02-07 05:30:00,0.0,0
2022-02-07 05:45:00,0.0,0
2022-02-07 06:00:00,0.0,0
2022-02-07 06:15:00,0.0,0
2022-02-07 06:30:00,0.0,0
2022-02-07 06:45:00,0.0,0
2022-02-07 07:00:00,0.0,0
2022-02-07 07:15:00,0.0,0
2022-02-07 07:30:00,0.0,0
2022-02-07 07:45:00,0.0,0
2022-02-07 08:00:00,0.0,0
2022-02-07 08:15:00,0.0,0
2022-02-07 08:30:00,0.0,0
2022-02-07 08:45:00,0.0,0
2022-02-07 09:00:00,0.0,0
2022-02-07 09:15:00,0.0,0
2022-02-07 09:30:00,0.0,0
2022-02-07 09:45:00,0.0,0
2022-02-07 10:00:00,124.87,2
2022-02-07 10:15:00,169.01000000000002,2
2022-02-07 10:30:00,197.20000000000002,3
2022-02-07 10:45:00,214.66,2
2022-02-07 11:00:00,397.09000000000003,4
2022-02-07 11:15:00,382.78,3
2022-02-07 11:30:00,280.61,4
2022-02-07 11:45:00,414.5,3
2022-02-07 12:00:00,396.11,5
2022-02-07 12:15:00,297.6,5
2022-02-07 12:30:00,204.6,5
2022-02-07 12:45:00,384.84000000000003,5
2022-02-07 13:00:00,449.89,5
2022-02-07 13:15:00,517.47,6
2022-02-07 13:30:00,652.79,6
2022-02-07 13:45:00,847.22,6
2022-02-07 14:00:00,531.54,5
2022-02-07 14:15:00,522.37,5
2022-02-07 14:30:00,405.19,5
2022-02-07 14:45:00,484.15,4
2022-02-07 15:00:00,426.95,4
2022-02-07 15:15:00,551.63,4
2022-02-07 15:30:00,488.56,3
2022-02-07 15:45:00,456.05,4
2022-02-07 16:00:00,474.91999999999996,3
2022-02-07 16:15:00,480.61,4
2022-02-07 16:30:00,420.8,3
2022-02-07 16:45:00,468.15999999999997,4
2022-02-07 17:00:00,342.55,5
2022-02-07 17:15:00,604.01,5
2022-02-07 17:30:00,196.0,4
2022-02-07 17:45:00,533.87,5
2022-02-07 18:00:00,470.40999999999997,6
2022-02-07 18:15:00,561.14,6
2022-02-07 18:30:00,688.53,6
2022-02-07 18:45:00,415.55,6
2022-02-07 19:00:00,675.47,7
2022-02-07 19:15:00,555.13,7
2022-02-07 19:30:00,314.39,7
2022-02-07 19:45:00,712.94,7
2022-02-07 20:00:00,59.41,1
2022-02-07 20:15:00,0.0,0
2022-02-07 20:30:00,0.0,0
2022-02-07 20:45:00,0.0,0
2022-02-07 21:00:00,0.0,0
2022-02-07 21:15:00,0.0,0
2022-02-07 21:30:00,0.0,0
2022-02-07 21:45:00,0.0,0
2022-02-07 22:00:00,0.0,0
2022-02-07 22:15:00,0.0,0
2022-02-07 22:30:00,0.0,0
2022-02-07 22:45:00,0.0,0
2022-02-07 23:00:00,0.0,0
2022-02-07 23:15:00,0.0,0
2022-02-07 23:30:00,0.0,0
2022-02-07 23:45:00,0.0,0
2022-02-08 00:00:00,0.0,0
2022-02-08 00:15:00,0.0,0
2022-02-08 00:30:00,0.0,0
2022-02-08 00:45:00,0.0,0
2022-02-08 01:00:00,0.0,0
2022-02-08 01:15:00,0.0,0
2022-02-08 01:30:00,0.0,0
2022-02-08 01:45:00,0.0,0
2022-02-08 02:00:00,0.0,0
2022-02-08 02:15:00,0.0,0
2022-02-08 02:30:00,0.0,0
2022-02-08 02:45:00,0.0,0
2022-02-08 03:00:00,0.0,0
2022-02-08 03:15:00,0.0,0
2022-02-08 03:30:00,0.0,0
2022-02-08 03:45:00,0.0,0
2022-02-08 04:00:00,0.0,0
2022-02-08 04:15:00,0.0,0
2022-02-08 04:30:00,0.0,0
2022-02-08 04:45:00,0.0,0
2022-02-08 05:00:00,0.0,0
2022-02-08 05:15:00,0.0,0
2022-02-08 05:30:00,0.0,0
2022-02-08 05:45:00,0.0,0
2022-02-08 06:00:00,0.0,0
2022-02-08 06:15:00,0.0,0
2022-02-08 06:30:00,0.0,0
2022-02-08 06:45:00,0.0,0
2022-02-08 07:00:00,0.0,0
2022-02-08 07:15:00,0.0,0
2022-02-08 07:30:00,0.0,0
2022-02-08 07:45:00,0.0,0
2022-02-08 08:00:00,188.07,1
2022-02-08 08:15:00,50.97,1
2022-02-08 08:30:00,146.32,2
2022-02-08 08:45:00,16.98,2
2022-02-08 09:00:00,348.99,2
2022-02-08 09:15:00,218.53,3
2022-02-08 09:30:00,341.27,3
2022-02-08 09:45:00,213.01,3
2022-02-08 10:00:00,397.53999999999996,3
2022-02-08 10:15:00,153.7,3
2022-02-08 10:30:00,228.56,3
2022-02-08 10:45:00,217.18,3
2022-02-08 11:00:00,566.62,4
2022-02-08 11:15:00,788.0,5
2022-02-08 11:30:00,369.24,4
2022-02-08 11:45:00,639.31,5
2022-02-08 12:00:00,525.53,5
2022-02-08 12:15:00,490.46,6
2022-02-08 12:30:00,671.92,6
2022-02-08 12:45:00,310.29,6
2022-02-08 13:00:00,526.42,8
2022-02-08 13:15:00,603.6400000000001,7
2022-02-08 13:30:00,903.48,8
2022-02-08 13:45:00,1028.46,8
2022-02-08 14:00:00,688.66,6
2022-02-08 14:15:00,718.7,6
2022-02-08 14:30:00,424.3,6
2022-02-08 14:45:00,724.29,6
2022-02-08 15:00:00,501.59999999999997,4
2022-02-08 15:15:00,598.23,5
2022-02-08 15:30:00,496.35,4
2022-02-08 15:45:00,228.9,5
2022-02-08 16:00:00,420.08,4
2022-02-08 16:15:00,440.5,5
2022-02-08 16:30:00,158.89,4
2022-02-08 16:45:00,324.56,5
2022-02-08 17:00:00,653.78,5
2022-02-08 17:15:00,401.37,6
2022-02-08 17:30:00,628.0,6
2022-02-08 17:45:00,660.11,6
2022-02-08 18:00:00,956.58,8
2022-02-08 18:15:00,924.48,7
2022-02-08 18:30:00,972.52,8
2022-02-08 18:45:00,784.14,7
2022-02-08 19:00:00,499.41999999999996,9
2022-02-08 19:15:00,1098.1,9
2022-02-08 19:30:00,586.3199999999999,9
2022-02-08 19:45:00,907.64,9
2022-02-08 20:00:00,116.2,1
2022-02-08 20:15:00,0.0,0
2022-02-08 20:30:00,0.0,0
2022-02-08 20:45:00,0.0,0
2022-02-08 21:00:00,0.0,0
2022-02-08 21:15:00,0.0,0
2022-02-08 21:30:00,0.0,0
2022-02-08 21:45:00,0.0,0
2022-02-08 22:00:00,0.0,0
2022-02-08 22:15:00,0.0,0
2022-02-08 22:30:00,0.0,0
2022-02-08 22:45:00,0.0,0
2022-02-08 23:00:00,0.0,0
2022-02-08 23:15:00,0.0,0
2022-02-08 23:30:00,0.0,0
2022-02-08 23:45:00,0.0,0
2022-02-09 00:00:00,0.0,0
2022-02-09 00:15:00,0.0,0
2022-02-09 00:30:00,0.0,0
2022-02-09 00:45:00,0.0,0
2022-02-09 01:00:00,0.0,0
2022-02-09 01:15:00,0.0,0
2022-02-09 01:30:00,0.0,0
2022-02-09 01:45:00,0.0,0
2022-02-09 02:00:00,0.0,0
2022-02-09 02:15:00,0.0,0
2022-02-09 02:30:00,0.0,0
2022-02-09 02:45:00,0.0,0
2022-02-09 03:00:00,0.0,0
2022-02-09 03:15:00,0.0,0
2022-02-09 03:30:00,0.0,0
2022-02-09 03:45:00,0.0,0
2022-02-09 04:00:00,0.0,0
2022-02-09 04:15:00,0.0,0
2022-02-09 04:30:00,0.0,0
2022-02-09 04:45:00,0.0,0
2022-02-09 05:00:00,0.0,0
2022-02-09 05:15:00,0.0,0
2022-02-09 05:30:00,0.0,0
2022-02-09 05:45:00,0.0,0
2022-02-09 06:00:00,0.0,0
2022-02-09 06:15:00,0.0,0
2022-02-09 06:30:00,0.0,0
2022-02-09 06:45:00,0.0,0
2022-02-09 07:00:00,0.0,0
2022-02-09 07:15:00,0.0,0
2022-02-09 07:30:00,0.0,0
2022-02-09 07:45:00,0.0,0
2022-02-09 08:00:00,102.25,1
2022-02-09 08:15:00,183.99,1
2022-02-09 08:30:00,225.18,2
2022-02-09 08:45:00,183.01,1
2022-02-09 09:00:00,151.99,2
2022-02-09 09:15:00,135.22,3
2022-02-09 09:30:00,432.94,3
2022-02-09 09:45:00,82.06,2
2022-02-09 10:00:00,295.58,3
2022-02-09 10:15:00,380.32,3
2022-02-09 10:30:00,50.95,2
2022-02-09 10:45:00,361.57,3
2022-02-09 11:00:00,413.59000000000003,4
2022-02-09 11:15:00,369.25,4
2022-02-09 11:30:00,454.01,4
2022-02-09 11:45:00,422.63,4
2022-02-09 12:00:00,677.85,5
2022-02-09 12:15:00,665.15,6
2022-02-09 12:30:00,593.38,5
2022-02-09 12:45:00,434.86,5
2022-02-09 13:00:00,520.51,7
2022-02-09 13:15:00,447.18,7
2022-02-09 13:30:00,569.28,7
2022-02-09 13:45:00,800.27,6
2022-02-09 14:00:00,706.35,6
2022-02-09 14:15:00,598.67,5
2022-02-09 14:30:00,655.4200000000001,6
2022-02-09 14:45:00,384.86,5
2022-02-09 15:00:00,605.25,4
2022-02-09 15:15:00,402.90999999999997,4
2022-02-09 15:30:00,317.03,4
2022-02-09 15:45:00,535.96,4
2022-02-09 16:00:00,450.76,4
2022-02-09 16:15:00,249.23000000000002,4
2022-02-09 16:30:00,64.68,4
2022-02-09 16:45:00,272.90999999999997,4
2022-02-09 17:00:00,299.53999999999996,5
2022-02-09 17:15:00,579.95,6
2022-02-09 17:30:00,589.09,5
2022-02-09 17:45:00,541.78,6
2022-02-09 18:00:00,802.98,6
2022-02-09 18:15:00,624.34,7
2022-02-09 18:30:00,750.88,7
2022-02-09 18:45:00,710.95,6
2022-02-09 19:00:00,789.86,8
2022-02-09 19:15:00,890.26,8
2022-02-09 19:30:00,980.97,9
2022-02-09 19:45:00,835.76,8
2022-02-09 20:00:00,160.31,1
2022-02-09 20:15:00,0.0,0
2022-02-09 20:30:00,0.0,0
2022-02-09 20:45:00,0.0,0
2022-02-09 21:00:00,0.0,0
2022-02-09 21:15:00,0.0,0
2022-02-09 21:30:00,0.0,0
2022-02-09 21:45:00,0.0,0
2022-02-09 22:00:00,0.0,0
2022-02-09 22:15:00,0.0,0
2022-02-09 22:30:00,0.0,0
2022-02-09 22:45:00,0.0,0
2022-02-09 23:00:00,0.0,0
2022-02-09 23:15:00,0.0,0
2022-02-09 23:30:00,0.0,0
2022-02-09 23:45:00,0.0,0
2022-02-10 00:00:00,0.0,0
2022-02-10 00:15:00,0.0,0
2022-02-10 00:30:00,0.0,0
2022-02-10 00:45:00,0.0,0
2022-02-10 01:00:00,0.0,0
2022-02-10 01:15:00,0.0,0
2022-02-10 01:30:00,0.0,0
2022-02-10 01:45:00,0.0,0
2022-02-10 02:00:00,0.0,0
2022-02-10 02:15:00,0.0,0
2022-02-10 02:30:00,0.0,0
2022-02-10 02:45:00,0.0,0
2022-02-10 03:00:00,0.0,0
2022-02-10 03:15:00,0.0,0
2022-02-10 03:30:00,0.0,0
2022-02-10 03:45:00,0.0,0
2022-02-10 04:00:00,0.0,0
2022-02-10 04:15:00,0.0,0
2022-02-10 04:30:00,0.0,0
2022-02-10 04:45:00,0.0,0
2022-02-10 05:00:00,0.0,0
2022-02-10 05:15:00,0.0,0
2022-02-10 05:30:00,0.0,0
2022-02-10 05:45:00,0.0,0
2022-02-10 06:00:00,0.0,0
2022-02-10 06:15:00,0.0,0
2022-02-10 06:30:00,0.0,0
2022-02-10 06:45:00,0.0,0
2022-02-10 07:00:00,0.0,0
2022-02-10 07:15:00,0.0,0
2022-02-10 07:30:00,0.0,0
2022-02-10 07:45:00,0.0,0
2022-02-10 08:00:00,122.54,1
2022-02-10 08:15:00,10.0,2
2022-02-10 08:30:00,87.13,1
2022-02-10 08:45:00,327.32,2
2022-02-10 09:00:00,197.11,2
2022-02-10 09:15:00,459.03999999999996,4
2022-02-10 09:30:00,205.3,3
2022-02-10 09:45:00,234.73000000000002,3
2022-02-10 10:00:00,156.6,3
2022-02-10 10:15:00,208.95999999999998,4
2022-02-10 10:30:00,410.11,3
2022-02-10 10:45:00,349.81,3
2022-02-10 11:00:00,455.18,5
2022-02-10 11:15:00,854.37,5
2022-02-10 11:30:00,362.04999999999995,5
2022-02-10 11:45:00,472.37,5
2022-02-10 12:00:00,782.14,6
2022-02-10 12:15:00,524.88,7
2022-02-10 12:30:00,543.1999999999999,7
2022-02-10 12:45:00,472.95,6
2022-02-10 13:00:00,457.7,8
2022-02-10 13:15:00,913.26,9
2022-02-10 13:30:00,789.97,8
2022-02-10 13:45:00,926.36,8
2022-02-10 14:00:00,527.16,7
2022-02-10 14:15:00,398.71000000000004,6
2022-02-10 14:30:00,636.23,7
2022-02-10 14:45:00,609.66,7
2022-02-10 15:00:00,348.13,5
2022-02-10 15:15:00,488.99,5
2022-02-10 15:30:00,568.92,5
2022-02-10 15:45:00,601.66,5
2022-02-10 16:00:00,370.59,4
2022-02-10 16:15:00,411.85,5
2022-02-10 16:30:00,619.87,5
2022-02-10 16:45:00,380.16,5
2022-02-10 17:00:00,334.55,7
2022-02-10 17:15:00,741.65,7
2022-02-10 17:30:00,827.74,6
2022-02-10 17:45:00,629.88,7
2022-02-10 18:00:00,634.52,8
2022-02-10 18:15:00,934.3,8
2022-02-10 18:30:00,1103.01,8
2022-02-10 18:45:00,625.29,9
2022-02-10 19:00:00,731.09,9
2022-02-10 19:15:00,1027.46,10
2022-02-10 19:30:00,905.4300000000001,10
2022-02-10 19:45:00,1059.74,10
2022-02-10 20:00:00,47.76,1
2022-02-10 20:15:00,0.0,0
2022-02-10 20:30:00,0.0,0
2022-02-10 20:45:00,0.0,0
2022-02-10 21:00:00,0.0,0
2022-02-10 21:15:00,0.0,0
2022-02-10 21:30:00,0.0,0
2022-02-10 21:45:00,0.0,0
2022-02-10 22:00:00,0.0,0
2022-02-10 22:15:00,0.0,0
2022-02-10 22:30:00,0.0,0
2022-02-10 22:45:00,0.0,0
2022-02-10 23:00:00,0.0,0
2022-02-10 23:15:00,0.0,0
2022-02-10 23:30:00,0.0,0
2022-02-10 23:45:00,0.0,0
2022-02-11 00:00:00,0.0,0
2022-02-11 00:15:00,0.0,0
2022-02-11 00:30:00,0.0,0
2022-02-11 00:45:00,0.0,0
2022-02-11 01:00:00,0.0,0
2022-02-11 01:15:00,0.0,0
2022-02-11 01:30:00,0.0,0
2022-02-11 01:45:00,0.0,0
2022-02-11 02:00:00,0.0,0
2022-02-11 02:15:00,0.0,0
2022-02-11 02:30:00,0.0,0
2022-02-11 02:45:00,0.0,0
2022-02-11 03:00:00,0.0,0
2022-02-11 03:15:00,0.0,0
2022-02-11 03:30:00,0.0,0
2022-02-11 03:45:00,0.0,0
2022-02-11 04:00:00,0.0,0
2022-02-11 04:15:00,0.0,0
2022-02-11 04:30:00,0.0,0
2022-02-11 04:45:00,0.0,0
2022-02-11 05:00:00,0.0,0
2022-02-11 05:15:00,0.0,0
2022-02-11 05:30:00,0.0,0
2022-02-11 05:45:00,0.0,0
2022-02-11 06:00:00,0.0,0
2022-02-11 06:15:00,0.0,0
2022-02-11 06:30:00,0.0,0
2022-02-11 06:45:00,0.0,0
2022-02-11 07:00:00,0.0,0
2022-02-11 07:15:00,0.0,0
2022-02-11 07:30:00,0.0,0
2022-02-11 07:45:00,0.0,0
2022-02-11 08:00:00,197.21,1
2022-02-11 08:15:00,27.43,2
2022-02-11 08:30:00,51.19,2
2022-02-11 08:45:00,205.44,2
2022-02-11 09:00:00,166.64999999999998,2
2022-02-11 09:15:00,504.94,4
2022-02-11 09:30:00,436.53,3
2022-02-11 09:45:00,452.17,4
2022-02-11 10:00:00,586.86,4
2022-02-11 10:15:00,183.03,3
2022-02-11 10:30:00,345.82,4
2022-02-11 10:45:00,243.17,3
2022-02-11 11:00:00,471.21000000000004,6
2022-02-11 11:15:00,649.95,5
2022-02-11 11:30:00,479.90999999999997,6
2022-02-11 11:45:00,277.61,5
2022-02-11 12:00:00,1069.6299999999999,7
2022-02-11 12:15:00,800.74,7
2022-02-11 12:30:00,755.87,7
2022-02-11 12:45:00,869.15,8
2022-02-11 13:00:00,916.43,8
2022-02-11 13:15:00,946.4399999999999,9
2022-02-11 13:30:00,835.1600000000001,9
2022-02-11 13:45:00,1207.3,9
2022-02-11 14:00:00,791.14,8
2022-02-11 14:15:00,627.7,7
2022-02-11 14:30:00,479.15,7
2022-02-11 14:45:00,546.21,7
2022-02-11 15:00:00,566.9599999999999,6
2022-02-11 15:15:00,287.33000000000004,5
2022-02-11 15:30:00,579.98,5
2022-02-11 15:45:00,602.25,6
2022-02-11 16:00:00,461.0,5
2022-02-11 16:15:00,335.85,5
2022-02-11 16:30:00,532.8,6
2022-02-11 16:45:00,571.17,5
2022-02-11 17:00:00,950.73,7
2022-02-11 17:15:00,826.3199999999999,8
2022-02-11 17:30:00,559.13,7
2022-02-11 17:45:00,598.26,7
2022-02-11 18:00:00,720.03,9
2022-02-11 18:15:00,833.11,9
2022-02-11 18:30:00,1096.84,9
2022-02-11 18:45:00,1139.54,9
2022-02-11 19:00:00,977.05,10
2022-02-11 19:15:00,1098.28,11
2022-02-11 19:30:00,974.52,11
2022-02-11 19:45:00,1548.28,11
2022-02-11 20:00:00,192.59,1
2022-02-11 20:15:00,0.0,0
2022-02-11 20:30:00,0.0,0
2022-02-11 20:45:00,0.0,0
2022-02-11 21:00:00,0.0,0
2022-02-11 21:15:00,0.0,0
2022-02-11 21:30:00,0.0,0
2022-02-11 21:45:00,0.0,0
2022-02-11 22:00:00,0.0,0
2022-02-11 22:15:00,0.0,0
2022-02-11 22:30:00,0.0,0
2022-02-11 22:45:00,0.0,0
2022-02-11 23:00:00,0.0,0
2022-02-11 23:15:00,0.0,0
2022-02-11 23:30:00,0.0,0
2022-02-11 23:45:00,0.0,0
2022-02-12 00:00:00,0.0,0
2022-02-12 00:15:00,0.0,0
2022-02-12 00:30:00,0.0,0
2022-02-12 00:45:00,0.0,0
2022-02-12 01:00:00,0.0,0
2022-02-12 01:15:00,0.0,0
2022-02-12 01:30:00,0.0,0
2022-02-12 01:45:00,0.0,0
2022-02-12 02:00:00,0.0,0
2022-02-12 02:15:00,0.0,0
2022-02-12 02:30:00,0.0,0
2022-02-12 02:45:00,0.0,0
2022-02-12 03:00:00,0.0,0
2022-02-12 03:15:00,0.0,0
2022-02-12 03:30:00,0.0,0
2022-02-12 03:45:00,0.0,0
2022-02-12 04:00:00,0.0,0
2022-02-12 04:15:00,0.0,0
2022-02-12 04:30:00,0.0,0
2022-02-12 04:45:00,0.0,0
2022-02-12 05:00:00,0.0,0
2022-02-12 05:15:00,0.0,0
2022-02-12 05:30:00,0.0,0
2022-02-12 05:45:00,0.0,0
2022-02-12 06:00:00,0.0,0
2022-02-12 06:15:00,0.0,0
2022-02-12 06:30:00,0.0,0
2022-02-12 06:45:00,0.0,0
2022-02-12 07:00:00,0.0,0
2022-02-12 07:15:00,0.0,0
2022-02-12 07:30:00,0.0,0
2022-02-12 07:45:00,0.0,0
2022-02-12 08:00:00,85.73,1
2022-02-12 08:15:00,0.0,0
2022-02-12 08:30:00,0.0,0
2022-02-12 08:45:00,0.0,0
2022-02-12 09:00:00,0.0,0
2022-02-12 09:15:00,0.0,0
2022-02-12 09:30:00,0.0,0
2022-02-12 09:45:00,0.0,0
2022-02-12 10:00:00,164.39,3
2022-02-12 10:15:00,503.06,4
2022-02-12 10:30:00,474.31,4
2022-02-12 10:45:00,438.93,4
2022-02-12 11:00:00,452.3,6
2022-02-12 11:15:00,441.28,6
2022-02-12 11:30:00,505.49,5
2022-02-12 11:45:00,553.25,6
2022-02-12 12:00:00,980.35,8
2022-02-12 12:15:00,554.8,8
2022-02-12 12:30:00,837.45,8
2022-02-12 12:45:00,686.15,7
2022-02-12 13:00:00,904.51,10
2022-02-12 13:15:00,895.64,10
2022-02-12 13:30:00,991.66,10
2022-02-12 13:45:00,703.34,9
2022-02-12 14:00:00,760.97,8
2022-02-12 14:15:00,640.0500000000001,8
2022-02-12 14:30:00,909.51,8
2022-02-12 14:45:00,818.14,8
2022-02-12 15:00:00,730.86,6
2022-02-12 15:15:00,557.68,5
2022-02-12 15:30:00,672.62,6
2022-02-12 15:45:00,449.23,6
2022-02-12 16:00:00,313.18,6
2022-02-12 16:15:00,338.72,6
2022-02-12 16:30:00,560.87,6
2022-02-12 16:45:00,527.33,6
2022-02-12 17:00:00,516.99,7
2022-02-12 17:15:00,906.77,8
2022-02-12 17:30:00,593.78,8
2022-02-12 17:45:00,824.81,8
2022-02-12 18:00:00,851.3399999999999,9
2022-02-12 18:15:00,1158.64,10
2022-02-12 18:30:00,989.37,10
2022-02-12 18:45:00,1113.88,9
2022-02-12 19:00:00,1317.93,12
2022-02-12 19:15:00,1224.53,12
2022-02-12 19:30:00,1188.61,12
2022-02-12 19:45:00,1133.0,11
2022-02-12 20:00:00,1096.23,12
2022-02-12 20:15:00,1439.03,12
2022-02-12 20:30:00,1108.13,11
2022-02-12 20:45:00,1209.32,12
2022-02-12 21:00:00,509.2,8
2022-02-12 21:15:00,934.67,8
2022-02-12 21:30:00,706.25,8
2022-02-12 21:45:00,586.73,7
2022-02-12 22:00:00,335.19,4
2022-02-12 22:15:00,245.28000000000003,4
2022-02-12 22:30:00,443.73,4
2022-02-12 22:45:00,324.44,4
2022-02-12 23:00:00,332.7,4
2022-02-12 23:15:00,579.78,4
2022-02-12 23:30:00,491.46999999999997,4
2022-02-12 23:45:00,363.1,4
2022-02-13 00:00:00,79.92,1
2022-02-13 00:15:00,0.0,0
2022-02-13 00:30:00,0.0,0
2022-02-13 00:45:00,0.0,0
2022-02-13 01:00:00,0.0,0
2022-02-13 01:15:00,0.0,0
2022-02-13 01:30:00,0.0,0
2022-02-13 01:45:00,0.0,0
2022-02-13 02:00:00,0.0,0
2022-02-13 02:15:00,0.0,0
2022-02-13 02:30:00,0.0,0
2022-02-13 02:45:00,0.0,0
2022-02-13 03:00:00,0.0,0
2022-02-13 03:15:00,0.0,0
2022-02-13 03:30:00,0.0,0
2022-02-13 03:45:00,0.0,0
2022-02-13 04:00:00,0.0,0
2022-02-13 04:15:00,0.0,0
2022-02-13 04:30:00,0.0,0
2022-02-13 04:45:00,0.0,0
2022-02-13 05:00:00,0.0,0
2022-02-13 05:15:00,0.0,0
2022-02-13 05:30:00,0.0,0
2022-02-13 05:45:00,0.0,0
